,text,labels
1862,display the 42 most important features,O O O O O O
1863,display f 1,O B-metric I-metric
1864,"show me every example that has word ""the smart one"".",O O O O O O O B-includetoken I-includetoken I-includetoken
1865,show faulty predictions,O O O
1866,what's the number of instances with a man,O O O O O O B-includetoken I-includetoken
1867,show me more examples that resemble id 850.,O O O O O O O B-id
1868,count the total number of data points,O O O O O O O
1869,data labels?,O O
1870,do we have the nurse administer in the data?,O O O B-includetoken I-includetoken I-includetoken O O O
1871,number of data points,O O O O
1872,show the predictions on all the data,O O O O O O O
1873,"what are the sentences that have ""an announcement""?",O O O O O O B-includetoken I-includetoken
1874,what shall i do to analyze the data?,O O O O O O O O
1875,what does instance with id 487 need to do to change the prediction?,O O O O O B-id O O O O O O O
1876,most important feature,O O O
1877,give an overview of the data.,O O O O O O
1878,what about the labels predicted for the samples with well established channels?,O O O O O O O O O B-includetoken I-includetoken I-includetoken
1879,are there any other 3 samples that are similar to 692?,O O O O B-number O O O O O B-id
1880,clarify the reasoning behind id 404,O O O O O B-id
1881,please provide me with 6 examples that are similar to id 115.,O O O O B-number O O O O O O B-id
1882,nice! could you give me the test negative predictive value on the eval data?,O O O O O O O B-metric I-metric I-metric O O B-data_type O
1883,what's the number of data points that operation took into consideration?,O O O O O O O O O O O
1884,does four dollars appear in the dataset?,O B-includetoken I-includetoken O O O O
1885,i want to know topk contributed words with label hate speech.,O O O O O O O O O B-class_names I-class_names
1886,present a comprehensible explanation for id 629,O O O O O O B-id
1887,retrieve a data point that is analogous to id 325.,O O O O O O O O O B-id
1888,probability of id 168 predicted no hate speeech?,O O O B-id O B-class_names I-class_names I-class_names
1889,how accurate are you in predicting the class 0?,O O O O O O O O B-class_names
1890,show me examples similar to 177.,O O O O O B-id
1891,flip prediction class data point 404,O O O O O B-id
1892,what are the predictions for 274?,O O O O O B-id
1893,what are the major features for instance 629?,O O O O O O O B-id
1894,"do we have ""any cakes"" somewhere in the text?",O O O B-includetoken I-includetoken O O O O
1895,please give me 6 examples that are similar to id 651.,O O O B-number O O O O O O B-id
1896,show me 2 counterfactuals for instance id 472.,O O B-number O O O O B-id
1897,can you please retrieve an example that is analogous to id 819?,O O O O O O O O O O O B-id
1898,could you tell me how to change the prediction point for data point 685?,O O O O O O O O O O O O O B-id
1899,need to see id 605,O O O O B-id
1900,please show 6 cfes for 488.,O O B-number O O B-id
1901,what about id 325?,O O O B-id
1902,could you show me how to change the prediction for the data point six hundred and fifteen?,O O O O O O O O O O O O O B-id I-id I-id I-id
1903,how did the model predict this?,O O O O O O
1904,explain id 645 and provide a rationale,O O B-id O O O O
1905,how do you figure out if data points are 1,O O O O O O O O O B-class_names
1906,please provide more examples that are similar to 635.,O O O O O O O O B-id
1907,what's the reason the model predicts this label for id 25,O O O O O O O O O O B-id
1908,super cool system you got here.... could you show me the predictions across all the data?,O O O O O O O O O O O O O O O O
1909,what are the main characteristics of the model?,O O O O O O O O
1910,tell me how many instances in the data include our final confirmation,O O O O O O O O O B-includetoken I-includetoken I-includetoken
1911,"in cases where the word something is present, how do you determine the outcome neutral",O O O O O B-includetoken O O O O O O O O B-class_names
1912,show me the features,O O O O
1913,please tell me how many items are in the data,O O O O O O O O O O
1914,how did you decide what to predict for id 472 and what could someone do to change this prediction?,O O O O O O O O O B-id O O O O O O O O O
1915,how likely it is that offensive is predicted?,O O O O O B-class_names O O
1916,show me 2 counterfactual for instance id 440.,O O B-number O O O O B-id
1917,give me 4 examples that are analogous to id 92.,O O B-number O O O O O O B-id
1918,show me three counterfactual for instance id 873.,O O B-number O O O O B-id
1919,show me all instances with employees,O O O O O B-includetoken
1920,what are the class frequencies,O O O O O
1921,how does the sample with id 605 look like,O O O O O O B-id O O
1922,what is this about?,O O O O
1923,what do we predict for instance with id 827?,O O O O O O O O B-id
1924,show me examples similar to 651.,O O O O O B-id
1925,what are the highest 15 features by importance,O O O O O O O O
1926,what's the accuracy on a party?,O O B-metric O B-includetoken I-includetoken
1927,what are the model's predictions for id 850?,O O O O O O O B-id
1928,"show me all instances with ""your right""",O O O O O B-includetoken I-includetoken
1929,what are the most frequent keywords in the data?,O O O O O O O O O
1930,how does this work?,O O O O
1931,what features are not that important,O O O O O O
1932,which 6 words occur the most in the data?,O B-number O O O O O O O
1933,"just on instances with about twenty people, show me the gold labels?",O O O O B-includetoken I-includetoken I-includetoken O O O O O
1934,what are the class frequencies,O O O O O
1935,what's the data like and what can you do?,O O O O O O O O O
1936,please show the ranking of features by importance,O O O O O O O O
1937,"just on instances with the smart one, show me the labels?",O O O O B-includetoken I-includetoken I-includetoken O O O O
1938,please show 10 cfes for id one hundred and forty-nine.,O O B-number O O O B-id I-id I-id I-id
1939,"for something, what are some mistakes you typically make?",O B-includetoken O O O O O O O
1940,what does the model predict on all the training data,O O O O O O O O O O
1941,i need an explanation,O O O O
1942,what are the instances that have the availability included?,O O O O O O B-includetoken I-includetoken O
1943,which data is used for training the model?,O O O O O O O O
1944,how does the model work?,O O O O O
1945,do we have something in the data?,O O O B-includetoken O O O
1946,could you show me more samples similar to seven hundred and forty-one?,O O O O O O O O B-id I-id I-id I-id
1947,show me the item ids on the training data,O O O O O O O O O
1948,where in the data does nine different cockroaches appear?,O O O O O B-includetoken I-includetoken I-includetoken O
1949,describe id 396 with an understandable explanation,O O B-id O O O O
1950,please display all instances that have the token the nearest postoffice.,O O O O O O O O B-includetoken I-includetoken I-includetoken
1951,show the keywords please,O O O O
1952,please show 2 cfes for 704.,O O B-number O O B-id
1953,show me all instances that comprise the phrase the change.,O O O O O O O O B-includetoken I-includetoken
1954,what are the gold target frequencies,O O O O O O
1955,"can you display all occurrences that contain word ""photocopies"".",O O O O O O O O B-includetoken
1956,could you please show me 10 counterfactual examples for id 208?,O O O O O B-number O O O O B-id
1957,how many data points are in the training data set,O O O O O O O O O O
1958,retrieve six examples that are similar to id 755.,O B-number O O O O O O B-id
1959,"what does my model predict for data 898? next, once you've completed this, could you tell me why the model predicts it?",O O O O O O O B-id O O O O O O O O O O O O O O
1960,most critical feature for id 590,O O O O O B-id
1961,display instances,O O
1962,describe your typical mistakes over the dataset,O O O O O O O
1963,what are the gold label frequencies,O O O O O O
1964,could you tell me how to change the prediction point for data point 234?,O O O O O O O O O O O O O B-id
1965,what are the counterfactuals for 743.,O O O O O B-id
1966,what data points does the model typically predict wrongly on texts with the next stop?,O O O O O O O O O O O O B-includetoken I-includetoken I-includetoken
1967,"six most important features for id's 716, 694, 979",B-number O O O O O B-id B-id B-id
1968,how likely it is that inform is predicted?,O O O O O B-class_names O O
1969,what are the cfes for 114?,O O O O O B-id
1970,what are the most important features for the model's predictions on all instances that include free toys?,O O O O O O O O O O O O O O O B-includetoken I-includetoken
1971,please show me the most contributing words with label non-offensive.,O O O O O O O O O B-class_names
1972,can you provide me an instance that is analogous to id two hundred and forty-two?,O O O O O O O O O O O B-id I-id I-id I-id
1973,number of data points,O O O O
1974,which functions can you perform?,O O O O O
1975,please display all instances that have the token These documents.,O O O O O O O O B-includetoken I-includetoken
1976,how can i check my model with this?,O O O O O O O O
1977,show me all instances with acute insight,O O O O O B-includetoken I-includetoken
1978,what's the distribution?,O O O
1979,what does the model predict for id 25?,O O O O O O O B-id
1980,"probability that id 325 is predicted as ""non-offensive"" from the model",O O O B-id O O O B-class_names O O O
1981,show me more samples similar to 692.,O O O O O O B-id
1982,please explain this bot,O O O O
1983,what aspects of the data make you more confident in your predictions?,O O O O O O O O O O O O
1984,which counterfactual examples do we have for id 322?,O O O O O O O O B-id
1985,i don't understand why the model predicted this label,O O O O O O O O O
1986,can you give me a list of all the examples that contain the word the change?,O O O O O O O O O O O O O O B-includetoken I-includetoken
1987,could you show me a data point that is similar to id 605?,O O O O O O O O O O O O B-id
1988,please show 1 most frequent tokens in the data,O O B-number O O O O O O
1989,which sentences have the words the nearest postoffice in them?,O O O O O B-includetoken I-includetoken I-includetoken O O
1990,what is the statistics of the labels,O O O O O O O
1991,what set of factors do you take into consideration when determining if instances with All the quotations are 0,O O O O O O O O O O O O O O B-includetoken I-includetoken I-includetoken O B-class_names
1992,could you show me more samples similar to id 548?,O O O O O O O O O B-id
1993,what are some mistakes on the interview examples the model typically makes,O O O O O B-includetoken I-includetoken O O O O O
1994,what are the cfes for 234?,O O O O O B-id
1995,i don't know how to start,O O O O O O
1996,how does the model look like?,O O O O O O
1997,where does town appear?,O O B-includetoken O
1998,i want to see all instances that include the word the rooms.,O O O O O O O O O O B-includetoken I-includetoken
1999,show the predictions on all the data,O O O O O O O
2000,please provide the 2 most critical features for data point one hundred and forty-seven,O O O B-number O O O O O O B-id I-id I-id I-id
2001,display 3 most frequent keywords,O B-number O O O
2002,"where do we have ""your right""?",O O O O B-includetoken I-includetoken
2003,show faulty predictions,O O O
2004,show me some data you predict incorrectly,O O O O O O O
2005,can you please introduce yourself,O O O O O
2006,what functions are you capable of?,O O O O O O
2007,what about counterfactuals for id 196.,O O O O O B-id
2008,"when your right is in the text, show the distribution of the ground truth values",O B-includetoken I-includetoken O O O O O O O O O O O O
2009,can you demonstrate how many data points are predicted wrongly?,O O O O O O O O O O
2010,shed light on id 404 in simple terms,O O O O B-id O O O
2011,show me gold classes for the data,O O O O O O O
2012,what methods do you use to come to predict inform?,O O O O O O O O O B-class_names
2013,what are some mistakes on the smart one that the model makes,O O O O O B-includetoken I-includetoken I-includetoken O O O O
2014,can you please retrieve an instance that is similar to id 716?,O O O O O O O O O O O B-id
2015,provide me an explanation of how the model works,O O O O O O O O O
2016,can you please tell me the prediction for id 523?,O O O O O O O O O B-id
2017,which model processes the data?,O O O O O
2018,could you show top 8 most important features for the data point 739,O O O O B-number O O O O O O O B-id
2019,could you show me a few examples with the saying you get incorrect,O O O O O O O O B-includetoken I-includetoken O O O
2020,show me how to flip model's predictions for id 667.,O O O O O O O O O B-id
2021,please display id 635,O O O B-id
2022,are there any other nine samples that are similar to id 488?,O O O O B-number O O O O O O B-id
2023,most important feature for id 789,O O O O O B-id
2024,show me the 10 most important features for data point 312,O O O B-number O O O O O O B-id
2025,what are some typical mistakes on present,O O O O O O B-includetoken
2026,show me similar examples to eight hundred and two.,O O O O O B-id I-id I-id I-id
2027,can you list all cases that have the span a change?,O O O O O O O O O B-includetoken I-includetoken
2028,can you display all cases that comprise the term prizes?,O O O O O O O O O B-includetoken
2029,show the prediction for 819 please.,O O O O B-id O
2030,what's the distribution?,O O O
2031,show me more samples similar to id 404.,O O O O O O O B-id
2032,show me data the model gets wrong,O O O O O O O
2033,do you have a manual?,O O O O O
2034,shed light on id 121 in simple terms,O O O O B-id O O O
2035,what instances are similar to id 340?,O O O O O O B-id
2036,explain this is natural language,O O O O O
2037,what is this app about?,O O O O O
2038,total number of elements in the data,O O O O O O O
2039,display 4 most frequent keywords,O B-number O O O
2040,what set of factors do you take into consideration when determining if instances with your flight number are inform,O O O O O O O O O O O O O O B-includetoken I-includetoken I-includetoken O B-class_names
2041,describe the model and data,O O O O O
2042,how can i chat with you?,O O O O O O
2043,"are there any instances with ""a must""?",O O O O O B-includetoken I-includetoken
2044,could you please tell me the predictions for id 548 and what you have to do to flip the prediction?,O O O O O O O O O B-id O O O O O O O O O O
2045,could you tell me what this is,O O O O O O O
2046,please show the top few features for the predictions,O O O O O O O O O
2047,show bad predictions,O O O
2048,provide reasoning for id 820 in layman's terms,O O O O B-id O O O
2049,clarify id 461 with a reason,O O B-id O O O
2050,primary features of data point 440,O O O O O B-id
2051,show the prediction of id 873,O O O O O B-id
2052,what does the model predict for the instance id eight hundred and fifty-six?,O O O O O O O O O B-id I-id I-id I-id
2053,is it possible to show me 4 data points that are similar to id 739?,O O O O O O B-number O O O O O O O B-id
2054,what does the model predict for 516?,O O O O O O B-id
2055,show me all instances that include the word the White House.,O O O O O O O O B-includetoken I-includetoken I-includetoken
2056,which data is used for training the model?,O O O O O O O O
2057,justify the prediction for id 208 please,O O O O O B-id O
2058,could you please show me eight counterfactual examples for 670?,O O O O O B-number O O O B-id
2059,nice! could you give me the test precision?,O O O O O O O B-metric
2060,what are counterfactuals for 694.,O O O O B-id
2061,please display id 15,O O O B-id
2062,what are the similar instances for 115?,O O O O O O B-id
2063,what's the specificity performance of the model on the eval data for texts with a nice office,O O B-metric O O O O O O B-data_type O O O O B-includetoken I-includetoken I-includetoken
2064,"in cases where the word a relaxed atmosphere is present, how do you determine the outcome hate speech",O O O O O B-includetoken I-includetoken I-includetoken O O O O O O O O B-class_names I-class_names
2065,what are the reasons for predicting id 404 and why do you predict this instance?,O O O O O O O B-id O O O O O O O
2066,tell me a bit more about the data please.,O O O O O O O O O
2067,"show me every example that has word ""a super deal"".",O O O O O O O B-includetoken I-includetoken I-includetoken
2068,what is the probability of id 651 being predicted non-offensive?,O O O O O O B-id O O B-class_names
2069,available labels pelase,O O O
2070,could you please tell me the predictions for id 240 and what you have to do to flip the prediction?,O O O O O O O O O B-id O O O O O O O O O O
2071,i want to know highest attributed words.,O O O O O O O
2072,what are some mistakes on your friend the model typically makes,O O O O O B-includetoken I-includetoken O O O O
2073,could you show me more samples similar to 362?,O O O O O O O O B-id
2074,show me how to make the model output a different prediction for instance 523.,O O O O O O O O O O O O O B-id
2075,more info about the data and model,O O O O O O O
2076,what is the model behind this?,O O O O O O
2077,any suggestion on what i can do?,O O O O O O O
2078,retrieve a data point that is analogous to id two hundred and forty-two.,O O O O O O O O O B-id I-id I-id I-id
2079,can you show me 7 instances that are similar to id 979?,O O O O B-number O O O O O O B-id
2080,what are the rationale's for the model's prediction of data sample 263 and how could one change the prediction?,O O O O O O O O O O O B-id O O O O O O O
2081,i'd like to see all instances that feature word a man.,O O O O O O O O O B-includetoken I-includetoken
2082,what are the features,O O O O
2083,what are your functions?,O O O O
2084,can you display all occurrences that contain word a steady market.,O O O O O O O O B-includetoken I-includetoken I-includetoken
2085,more info about the data and model,O O O O O O O
2086,likelihood for offensive to be predicted?,O O B-class_names O O O
2087,what about the labels predicted for the samples with Class?,O O O O O O O O O B-includetoken
2088,"for a man, how well, in terms of f 1, does the model do on the dev data",O B-includetoken I-includetoken O O O O O B-metric I-metric O O O O O O B-data_type O
2089,how often are you correct?,O O O O O
2090,what are your functions?,O O O O
2091,what are the reasoning strategies you leverage?,O O O O O O O
2092,some counterfactuals for 115.,O O O B-id
2093,give me the prec on the train data,O O O B-metric O O B-data_type O
2094,"for 605, please show me the values of the features.",O B-id O O O O O O O O
2095,i'd like to know the class freqs,O O O O O O O
2096,"do we have ""the bulletin"" somewhere in the text?",O O O B-includetoken I-includetoken O O O O
2097,i would like to see all instances that incorporate word Stefan.,O O O O O O O O O O B-includetoken
2098,some counterfactuals for id 66.,O O O O B-id
2099,chances of 0 to be predicted?,O O B-class_names O O O
2100,predict 92,O B-id
2101,show mistakes,O O
2102,where does our commission appear?,O O B-includetoken I-includetoken O
2103,what are the 5 most frequent keywords?,O O O B-number O O O
2104,feature importances,O O
2105,main properties of the model?,O O O O O
2106,main properties of the model?,O O O O O
2107,how many data points are there?,O O O O O O
2108,the field show bad predictions,B-includetoken I-includetoken O O O
2109,what data points does the model typically predict mistakenly on texts with town?,O O O O O O O O O O O O B-includetoken
2110,most important features for predictions,O O O O O
2111,most important feature,O O O
2112,show me how to make the model output a different prediction for instance id 396.,O O O O O O O O O O O O O O B-id
2113,which functions do you have?,O O O O O
2114,what's the accuracy performance of the model on the evaluation data for texts with employees,O O B-metric O O O O O O B-data_type O O O O B-includetoken
2115,i don't understand why the model predicted this label,O O O O O O O O O
2116,what are the most important features for the predictions,O O O O O O O O O
2117,generate a natural language explanation for id 755,O O O O O O O B-id
2118,what set of factors do you leverage on your flight number appearances to figure out if the texts are hate speech,O O O O O O O O B-includetoken I-includetoken I-includetoken O O O O O O O O B-class_names I-class_names
2119,can you provide me with all examples that have the term your flight number?,O O O O O O O O O O O B-includetoken I-includetoken I-includetoken
2120,what set of factors do you take into consideration when determining if texts containing an announcement are commissive?,O O O O O O O O O O O O O O B-includetoken I-includetoken O B-class_names
2121,"when this apartment is in the text, show the distribution of the ground truth values",O B-includetoken I-includetoken O O O O O O O O O O O O
2122,what's your motivation for deciding the predictions of stand-by,O O O O O O O O B-includetoken
2123,number of rows in the data,O O O O O O
2124,what does the model predict for the instance id 115?,O O O O O O O O O B-id
2125,return the probability that instance 670 is predicted in the hate speech class,O O O O O B-id O O O O B-class_names I-class_names O
2126,features that are not important for predictions,O O O O O O O
2127,return incorrect predictions,O O O
2128,what are the classes that the model predicts,O O O O O O O O
2129,what does the model predict for id 147?,O O O O O O O B-id
2130,explain id 322,O O B-id
2131,what about id 488?,O O O B-id
2132,what is this bot...,O O O O
2133,show me how to make the model output a different prediction for 664.,O O O O O O O O O O O O B-id
2134,can you list all cases that have the span four dollars?,O O O O O O O O O B-includetoken I-includetoken
2135,do we have a wallet somewhere in the text?,O O O B-includetoken I-includetoken O O O O
2136,what are the gold target frequencies,O O O O O O
2137,how accurate is the model over all the instances in the data?,O O O O O O O O O O O O
2138,show me the class frequencies please,O O O O O O
2139,"for a cabinet, what are the nine most important features for the model's predictions?",O B-includetoken I-includetoken O O O O O O O O O O O
2140,want to see the model,O O O O O
2141,please show me id 980,O O O O B-id
2142,tell me how many instances in the data include our commission,O O O O O O O O O B-includetoken I-includetoken
2143,top 8 features influencing the model's prediction on data point 767?,O B-number O O O O O O O O B-id
2144,show prediction of id 591,O O O O B-id
2145,most significant feature for instance 387,O O O O O B-id
2146,i want to see id 516,O O O O O B-id
2147,id 759 please,O B-id O
2148,what are the counterfactual examples for instance 204.,O O O O O O O B-id
2149,what's the gold label for Flies,O O O O O B-includetoken
2150,what are the counterfactuals for 114.,O O O O O B-id
2151,describe the model,O O O
2152,"i'm a bit lost, what is it?",O O O O O O O
2153,what are the instances that have a must included?,O O O O O O B-includetoken I-includetoken O
2154,what are the highest 15 features by importance,O O O O O O O O
2155,could you let me know why you predicted other cultures?,O O O O O O O O B-includetoken I-includetoken
2156,what do we get for id 387?,O O O O O O B-id
2157,what are the reasoning strategies you leverage?,O O O O O O O
2158,what is the predicted label for id 591?,O O O O O O O B-id
2159,how do you figure out if some text having any cakes will be non-offensive?,O O O O O O O O O B-includetoken I-includetoken O O B-class_names
2160,which model makes the prediction?,O O O O O
2161,could you show me data point number 716?,O O O O O O O B-id
2162,"show me all instances that include the word ""present"".",O O O O O O O O B-includetoken
2163,which data does the model use?,O O O O O O
2164,show the prediction for 635 please.,O O O O B-id O
2165,please state the number of your prepared contents in the data,O O O O O B-includetoken I-includetoken I-includetoken O O O
2166,what does the model predict for the instance 873?,O O O O O O O O B-id
2167,"for our commission, what is the distribution of the label?",O B-includetoken I-includetoken O O O O O O O
2168,please provide more examples that are similar to id 523.,O O O O O O O O O B-id
2169,could you tell me what this is,O O O O O O O
2170,sample mistakes,O O
2171,what are the data labels for nine different cockroaches,O O O O O O B-includetoken I-includetoken I-includetoken
2172,what is the model's prediction for 121?,O O O O O O B-id
2173,which model processes the data?,O O O O O
2174,tell me what the model is,O O O O O O
2175,what is the predicted label for 283?,O O O O O O B-id
2176,give a detailed explanation of id one hundred and forty-seven,O O O O O O B-id I-id I-id I-id
2177,what would it take to change how instance 546 is predicted?,O O O O O O O O B-id O O
2178,show me all instances that include the span These documents.,O O O O O O O O B-includetoken I-includetoken
2179,please explain,O O
2180,elucidate id 548 with supporting rationale,O O B-id O O O
2181,show me 4 counterfactual for instance eight hundred and fifty-six.,O O B-number O O O B-id I-id I-id I-id
2182,feature importances,O O
2183,what does the data look like?,O O O O O O
2184,need a description of the model,O O O O O O
2185,"when scoring offensive, what's the model's f1?",O O B-class_names O O O B-metric
2186,what's the reason the model predicts this label for id 446,O O O O O O O O O O B-id
2187,can you please tell me the prediction for id 820?,O O O O O O O O O B-id
2188,classes for the instances that include the divorce?,O O O O O O B-includetoken I-includetoken
2189,what functions are you capable of?,O O O O O O
2190,i want to know the cases that entail word the table.,O O O O O O O O O B-includetoken I-includetoken
2191,explain this is natural language,O O O O O
2192,number of rows in the data,O O O O O O
2193,what is the prec score on the developement data,O O O B-metric O O O B-data_type O
2194,show me some data you predict incorrectly,O O O O O O O
2195,"which sentences have the words ""twenty cents"" in them?",O O O O O B-includetoken I-includetoken O O
2196,what does the model predict on all the training data,O O O O O O O O O O
2197,how do you figure out if data points are true,O O O O O O O O O B-class_names
2198,show me the labels,O O O O
2199,show me 10 counterfactual for instance id 322.,O O B-number O O O O B-id
2200,present a comprehensible explanation for id 820,O O O O O O B-id
2201,what does the model predict for id 404?,O O O O O O O B-id
2202,describe the model,O O O
2203,i'd like to know about the underlying dataset,O O O O O O O O
2204,show me the labels,O O O O
2205,describe your typical mistakes over the dataset,O O O O O O O
2206,how accurate is the model over all the instances in the data?,O O O O O O O O O O O O
2207,what do you do and what is the data you're trained on like?,O O O O O O O O O O O O O
2208,does 15 yuan appear in the dataset?,O B-includetoken I-includetoken O O O O
2209,what functions are you capable of?,O O O O O O
2210,what can you show me?,O O O O O
2211,please show me the most contributing words with label 0.,O O O O O O O O O B-class_names
2212,show me how to change predictions for id one hundred and forty-nine.,O O O O O O O O B-id I-id I-id I-id
2213,show me the class frequencies please,O O O O O O
2214,"for data point id 772, how would i change the prediction?",O O O O B-id O O O O O O
2215,please provide more examples that are similar to id 312.,O O O O O O O O O B-id
2216,show me 4 counterfactuals for instance id 312.,O O B-number O O O O B-id
2217,what are the labels for all the data,O O O O O O O O
2218,show me all cases with seemingly unrelated countries,O O O O O B-includetoken I-includetoken I-includetoken
2219,what about id 739?,O O O B-id
2220,super cool system you got here.... could you show me the predictions across all the data?,O O O O O O O O O O O O O O O O
2221,can you please introduce yourself,O O O O O
2222,could you please show me six counterfactuals for id 472?,O O O O O B-number O O O B-id
2223,show me 10 similar examples to 68.,O O B-number O O O B-id
2224,please show 2 cfes for six hundred and fifteen.,O O B-number O O B-id I-id I-id I-id
2225,display id 743 please,O O B-id O
2226,i'd like to know what are the ground truth labels,O O O O O O O O O O
2227,show me two similar examples to eighty-two.,O O B-number O O O B-id
2228,"for the data point with id 487, how could we change the prediction, what is the model's rationale, and what does it predict?",O O O O O O B-id O O O O O O O O O O O O O O O O
2229,want to see the model,O O O O O
2230,"for something, what are the nine most important features for the model's predictions?",O B-includetoken O O O O O O O O O O O
2231,give me all the occurrences that feature the phrase other cultures.,O O O O O O O O O B-includetoken I-includetoken
2232,what are the keywords?,O O O O
2233,"what are the samples that include ""How many years"" in the data?",O O O O O O B-includetoken I-includetoken I-includetoken O O O
2234,show me the instances that are almost like id seven hundred and forty-one,O O O O O O O O O B-id I-id I-id I-id
2235,i would like to have a look at id 739,O O O O O O O O O B-id
2236,what is the purpose of this web application?,O O O O O O O O
2237,explain my model's prediction for data 772 and then follow up with the rationale for the prediction!,O O O O O O B-id O O O O O O O O O O
2238,how accurate are you in predicting the class directive?,O O O O O O O O B-class_names
2239,please display all instances that have the token a cabinet.,O O O O O O O O B-includetoken I-includetoken
2240,give the f1 score,O O B-metric O
2241,why does the model predict id 296,O O O O O O B-id
2242,what instances are very close to id 694?,O O O O O O O B-id
2243,where in the data do we have a cabinet?,O O O O O O O B-includetoken I-includetoken
2244,show me examples that are similar to id 685.,O O O O O O O O B-id
2245,"can you display all occurrences that contain word ""an announcement"".",O O O O O O O O B-includetoken I-includetoken
2246,are there any other 3 samples that are similar to 546?,O O O O B-number O O O O O B-id
2247,what does instance with id 979 need to do to change the prediction?,O O O O O B-id O O O O O O O
2248,number of data points,O O O O
2249,probability of id eight hundred and forty-four predicted question?,O O O B-id I-id I-id I-id O B-class_names
2250,what are the features,O O O O
2251,please provide a description for the dataset,O O O O O O O
2252,what aspects of the subset featuring the nurse administer are important when making decisions?,O O O O O O B-includetoken I-includetoken I-includetoken O O O O O
2253,how likely it is that hate speech is predicted?,O O O O O B-class_names I-class_names O O
2254,could you show me a few examples of data that you get wrong?,O O O O O O O O O O O O O
2255,which feature is most significant for data point 548?,O O O O O O O O B-id
2256,what is the predicted label for id 979?,O O O O O O O B-id
2257,tell me how many instances in the data include the police,O O O O O O O O O B-includetoken I-includetoken
2258,can we chat?,O O O
2259,show me the prediction probabilities for instances with twenty cents,O O O O O O O O B-includetoken I-includetoken
2260,which sentences have the word increases in them?,O O O O O B-includetoken O O
2261,please state the number of the agency in the data,O O O O O B-includetoken I-includetoken O O O
2262,what are some common mistakes you make for texts which include ESL?,O O O O O O O O O O O B-includetoken
2263,what are the sentences containing present?,O O O O O B-includetoken
2264,give me the roc on the eval data,O O O B-metric O O B-data_type O
2265,could you describe the data a bit more?,O O O O O O O O
2266,please show four cfes for 204.,O O B-number O O B-id
2267,"show me all instances with ""a steady market""",O O O O O B-includetoken I-includetoken I-includetoken
2268,food show mistakes,B-includetoken O O
2269,which counterfactual examples do we have for id 251?,O O O O O O O O B-id
2270,most impactful feature for data point 987?,O O O O O O B-id
2271,what do we predict for id 743?,O O O O O O B-id
2272,what's the gold label for present,O O O O O B-includetoken
2273,show me the prediction for 251.,O O O O O B-id
2274,chances of 0 to be predicted?,O O B-class_names O O O
2275,which keywords does the dataset have?,O O O O O O
2276,how do i use this thing?,O O O O O O
2277,what aspects of the subset featuring water dispenser are important when making decisions?,O O O O O O B-includetoken I-includetoken O O O O O
2278,show faulty predictions,O O O
2279,show me the predictions for 605.,O O O O O B-id
2280,thirty most important features,O O O O
2281,feature importance,O O
2282,what are some mistakes on nine different cockroaches examples the model typically makes,O O O O O B-includetoken I-includetoken I-includetoken O O O O O
2283,"which sentences have the word ""our final confirmation"" in them?",O O O O O B-includetoken I-includetoken I-includetoken O O
2284,show me 8 data points that are analogous to id 387.,O O B-number O O O O O O O B-id
2285,what classes do we have?,O O O O O
2286,i would like to see more instances like 548.,O O O O O O O O B-id
2287,why does the model predict data 670? what does it predict for this instance?,O O O O O O B-id O O O O O O O
2288,why does the model predict id 440,O O O O O O B-id
2289,can you give me a list of all the examples that contain the word a senior executive?,O O O O O O O O O O O O O O B-includetoken I-includetoken I-includetoken
2290,how does this work?,O O O O
2291,what are some common mistakes you make for texts which include more than half?,O O O O O O O O O O O B-includetoken I-includetoken I-includetoken
2292,give an overview of the data.,O O O O O O
2293,i want to know highest attributed words.,O O O O O O O
2294,i was wondering what are the most important features for instance 440?,O O O O O O O O O O O B-id
2295,what are the sentences containing Time?,O O O O O I-includetoken
2296,what are some mistakes on the availability that the model makes,O O O O O B-includetoken I-includetoken O O O O
2297,what are the labels for all the data,O O O O O O O O
2298,what are the predictions for 488?,O O O O O B-id
2299,what are the most frequent tokens here?,O O O O O O O
2300,what's the function of this? what's the data?,O O O O O O O O
2301,what are the label frequencies,O O O O O
2302,how does the model work?,O O O O O
2303,i meant what is the f1 score on the testing data,O O O O O B-metric O O O B-data_type O
2304,please show 10 cfes for sample 25.,O O B-number O O O B-id
2305,show me all occurrences that feature the token our commission.,O O O O O O O O B-includetoken I-includetoken
2306,what are the instances that have a vacation included?,O O O O O O B-includetoken I-includetoken O
2307,top 3 features influencing the model's prediction on data point 820?,O B-number O O O O O O O O B-id
2308,show me how to make the model output a different prediction for instance 115.,O O O O O O O O O O O O O B-id
2309,can you tell me what is being predicted for 251?,O O O O O O O O O B-id
2310,explan me in english the reason the model made this prediction,O O O O O O O O O O O
2311,how many data points are in the training data set,O O O O O O O O O O
2312,"for a vacation, how well, in terms of recall, does the model do on the training data",O B-includetoken I-includetoken O O O O O B-metric O O O O O O B-data_type O
2313,show me all cases that involve the term a nice office.,O O O O O O O O B-includetoken I-includetoken I-includetoken
2314,show me similar examples to 605.,O O O O O B-id
2315,show the keywords please,O O O O
2316,which functions can you perform?,O O O O O
2317,flip the classification for sample 645?,O O O O O B-id
2318,"i'd like to see all instances that feature word ""any cakes"".",O O O O O O O O O B-includetoken I-includetoken
2319,show me gold classes for the data,O O O O O O O
