text,labels
what about counterfactuals for 692.,1
what are the top 8 features for the model's prediction on data point 66?,15
could you show top six most important features for the data point 898,15
top 9 features affecting the predictions for ids 739 and 739,15
show me the six most important features for data point 546,15
"for this goal, could you show me if the model predicts the data correctly for some examples?",13
"can you provide me with all occurrences that comprise word ""the corner-stone"".",0
justify the prediction for id 772 please,16
how would you characterize the mistakes you make on all the data?,13
display instances,6
"where in the data does ""your friend"" appear?",0
would it be possible for you to tell me how to change the prediction for the data point with the id number 546?,1
what is the predicted label for sample 987?,3
"what are the sentences that include ""nine different cockroaches""?",0
what are some mistakes on ESL that the model makes,13
what is the final label for id 523?,3
what are the sentences containing the nurse administer?,0
show me the six most important features for data point 546,15
what are the sentences containing the nurse administer?,0
what's the gold label for four dollars,12
"for data point id 92, how would i change the prediction?",1
give information of the cases that contain word the interview.,0
show me similar examples to id 683.,2
what is the model behind this?,8
what is the probability of id 362 being predicted no hate speeech?,7
what's the probability of non-offensive?,7
what errors does the model typically make on the data?,13
show me the labels,12
thirty most important features,17
show me more examples that resemble id 147.,2
"please show me all examples that feature word ""a change"".",0
total number of training items in the data,11
what is the resulting label for instance with is 651?,3
"for this goal, could you show me if the model predicts the data correctly for some examples?",13
"can you list all the occurrences that involve word ""stand-by"".",0
"can you display all occurrences that contain word ""stand-by"".",0
show the feature importances,17
which model makes the prediction?,8
feature importance,17
what are the features,5
thirty most important features,17
top 9 features affecting the predictions for ids 739 and 739,15
what features are the most important?,17
show me the results for id 177.,3
show me the number data the model forecasts inaccurately?,13
describe the model,8
some counterfactuals for id 629.,1
what aspects of the data make you more confident in your predictions?,17
show me 1 counterfactual for instance 520.,1
how often are you correct?,10
return incorrect predictions,13
show me the features,5
show prediction of id 340,3
"i'd like to see all instances that feature word ""What time"".",0
5 most important features,17
how can i analyze the model with this?,9
show the prediction for 605 please.,3
what about counterfactuals for id 664.,1
what are the main characteristics of the model?,8
need an explanation for id 312,16
show me the predictions for id 591.,3
show me similar examples to two hundred and forty-two.,2
"for 516, why do you predict it?",15
please show me all examples that feature the phrase a picture.,0
what is the model behind this?,8
tell me about the model,8
show me similar examples to id 683.,2
please show three most frequent tokens in the data,14
explain id one hundred and forty-nine,15
what is the way to change the prediction for the data point with the id number 477?,1
show me how to flip predictions for 873.,1
what are the cfes for nine hundred and seventy-seven?,1
what data points does the model typically predict mistakenly on texts with a man?,13
show me every example that has word a relaxed atmosphere.,0
predict 739,3
main properties of the model?,8
what does instance with id 685 have to do in order to change the prediction?,1
that problem show mistakes,13
what are some typical mistakes the model makes?,13
i was wondering what are the most important features for instance 635?,15
what's the data like and what can you do?,5
show me similar examples to two hundred and forty-two.,2
could you please tell me the predictions for id 739 and what you have to do to flip the prediction?,1
show me all instances that contain the phrase acute insight.,0
what features most influence the model's predictions,17
what classes do we have?,12
what are cfes for 283.,1
what is the chance that the data point with id 283 is offensive,7
tell me what the model is,8
can you show me the rec score on the developement data?,10
what is the accuracy score on the evaluation data,10
i'd like to know what are the ground truth labels,12
how often are you right?,10
please provide explanation for id 387,16
what's the f 1 performance of the model on the evaluation data for texts with the agent,10
can you show me 10 instances that are similar to id 472?,2
any cakes return incorrect predictions,13
why do you predict instance id 716,15
how would you rationalize this?,16
give information of the cases that contain word the interview.,0
show me data the model gets wrong,13
please show the most important feature for the predictions,17
describe your typical mistakes over the dataset,13
what is this app about?,4
explain id eighty-two with rationale,16
i was wondering what are the most important features for instance 635?,15
any cakes return incorrect predictions,13
show me the instances that are almost like id 694,2
show me 1 counterfactual for instance 520.,1
offer a plain-english interpretation for id 274,16
does photocopies appear in the dataset?,0
"what are the sentences that include ""nine different cockroaches""?",0
show me all occurrences that have the term 15 yuan.,0
i want to see id 864,6
please explain,16
i want to know topk contributed words with label 0.,17
what are the sentences containing the nurse administer?,0
what is this bot...,4
what features are not that important,17
please tell me what you are and what you do!,4
could you show me a few examples you get incorrect for What time,13
what is the model's prediction for 980?,3
why is id 664 predicted directive,15
offer a plain-english interpretation for id 274,16
can you provide me with all examples that have the term a cabinet?,0
data labels?,12
what features most influence model predictions,17
explain this is natural language,16
probability of id eighty-two predicted neutral?,7
show me the features,5
likelihood for non-offensive to be predicted?,7
explain my model's rationale for predict data number one hundred and forty-nine and how to flip this prediction,1
how do i use this thing?,9
could you please show me 9 counterfactual examples for 325?,1
describe the model,8
"for data point number 229, how did the model arrive at the prediction decision and what could i do to change this predictions?",1
show me the labels,12
can you show me 10 instances that are similar to id 472?,2
show me 9 counterfactuals for instance 635.,1
most impactful feature for data point 548?,15
"i want to know the cases that entail word ""some ketchup"".",0
how can i use this interface?,9
please show 3 cfes for id 85.,1
present a comprehensible explanation for id 25,16
how accurate is the model on all the data?,10
"what are the sentences that have ""photocopies""?",0
explain id eighty-two with rationale,16
can you tell me how many data points is the model predicting incorrectly?,13
what set of reasoning do you use to determine if instances containing water dispenser are no hate speeech?,17
can you provide me with reasoning for the model's predictions on the subset of examples containing This machine?,17
how many data points are there?,11
what are the reasons for predicting id eighty-two and why do you predict this instance?,15
could you please show me 3 counterfactual examples for id eighty-two?,1
can you demonstrate how many data points are predicted wrongly?,13
show me every example that has word a relaxed atmosphere.,0
what is the probability that id 590 is predicted as 1 by the model?,7
what's the likelihood of offensive?,7
can you show me the sensitivity on the data?,10
what's the most important feature for data point 209?,15
"for increases, what is the distribution of the labels?",18
show me 2 counterfactuals for instance id 322.,1
most significant feature for instance 115,15
what is the predicted label for sample id 980?,3
why does the model predict id nine hundred and seventy-seven,15
would it be possible for you to tell me how to change the prediction for the data point with the id number 546?,1
show me id 683 please,6
training accuracy please,10
"probability that id 204 is predicted as ""no hate speeech"" from the model",7
what is this bot...,4
"please show me all examples that feature word ""a change"".",0
please state the number of a delicious dessert in the data,11
thirty most important features,17
what instances are very close to id 168?,2
1 most important features for ids 759 and 759,15
how do i change the prediction for the data point with id number 322?,1
please display id 755,6
i want to see id 864,6
is it possible to retrieve six data points that are analogous to id 898?,2
could you show which features are most critical for the predictions of the model,17
present a comprehensible explanation for id 25,16
please list all cases that contain the token 15 yuan.,0
how do i use this thing?,9
most important feature for id 979,15
show me the results for id 177.,3
could you show which features are most critical for the predictions of the model,17
show me how to flip model's predictions for id 139.,1
please display id 755,6
most important features for data point 664,15
what's the idea?,4
some counterfactuals for 196.,1
what are the main attributes for instance seven hundred and forty-one?,15
give an account for id 168 with justification,16
please provide me with all examples that involve the token nine different cockroaches.,0
why was this label predicted for id 204?,16
i'd like to know the class freqs,18
acute insight show faulty predictions,13
what about the model?,8
what are your functions?,9
what does the model predict for 25?,3
classes for the instances that have a nice office in them?,12
tell me how this was predicted,16
what do you do and what is the data you're trained on like?,4
what about counterfactuals for 692.,1
it would be very useful if you could provide a description of the model!,8
"what are the sentences containing ""a senior executive""?",0
what does the model predict for the instance 706?,3
most important features for data point 664,15
can you provide me with all occurrences that comprise the words other cultures?,0
what are the samples that include your flight number in the data?,0
what 2 features most influence the model's predictions for ids 25 and 25,15
what classes do we have?,12
why do you predict instance id 716,15
please show the ranking of features by importance,17
what's your motivation for deciding the predictions of 15 yuan,17
what can you do?,9
is it possible to retrieve an instance that is analogous to id 546?,2
please show id 234,6
can you please tell me the prediction for id seven hundred and forty-one?,3
how does id eight hundred and forty-four look like?,6
please display the class freqs,18
how many data points are there?,11
show the probability that id 488 is 1,7
"what does my model predict for data 177? next, once you've completed this, could you tell me why the model predicts it?",15
i want to see the instance with id one hundred and forty-nine,6
most significant feature for instance 115,15
"show me all instances that include the word ""about twenty people"".",0
what's the likelihood of offensive?,7
can you please introduce yourself,4
how often are you correct?,10
how are the classes distributed for the samples with employees?,18
"just on instances with a separation, show me the gold labels?",12
what instances are almost like id 440?,2
would it be possible for you to tell me how to change the prediction for the data point with the id number 546?,1
show me at least ten keywords,14
how do you decide whether some text is true,17
what would it take to change how instance 461 is predicted?,1
what are the features,5
what are the model's predictions for id 820?,3
"in those situations where This machine is included, what are the strategies you use to figure out if the correct prediction is true",17
what's the data,5
can you provide me with all occurrences that comprise the words other cultures?,0
which sentences have the word your prepared contents in them?,0
please provide me with all examples that incorporate the words the bulletin.,0
total number of elements in the data,11
chances of directive to be predicted?,7
show me top seven frequent tokens,14
what's the probability of non-offensive?,7
present a comprehensible explanation for id 25,16
"do we have ""the change"" somewhere in the text?",0
show me ten data points that are analogous to id 325.,2
elucidate id 159 with supporting rationale,16
show faulty predictions,13
what about examples that look like id 85.,2
i want to see the instance with id one hundred and forty-nine,6
what is the chance that the data point with id 283 is offensive,7
i would like to see more instances like 139.,2
number of rows in the data,11
what are some typical mistakes on a delicious dessert,13
what are the model's predictions for id 820?,3
please display id 755,6
show me all cases with minutes ' time,0
show me the results for id 177.,3
what is the prediction for id 461?,3
what is this about?,9
what about counterfactuals for 692.,1
what is the resulting label for id 772?,3
"does ""the corner-stone"" appear in the dataset?",0
what is the resulting label for instance with is 651?,3
could you show me some data the model predicts incorrectly?,13
i want to see all instances that include the word this apartment.,0
can you list all the occurrences that involve word the security deposit.,0
what instances are similar to id 873?,2
what does instance with id 685 have to do in order to change the prediction?,1
how accurate is the model on all the data?,10
"which sentences have the words ""Rubella"" in them?",0
describe the model,8
"5 most important features for id's 396, 396, 396",15
show me examples similar to eighty-two.,2
what aspects of the subset featuring the rooms are important when making decisions?,17
please show me id 229,6
return prediction id eight hundred and two,3
what instances are similar to 274?,2
show the most frequent keywords in the dataset,14
i would like to see all instances that incorporate the phrase the table.,0
please show me id 229,6
can you tell me what is being predicted for id 590?,3
describe the model and data,8
"can you display all occurrences that contain word ""stand-by"".",0
in what ways do you determine if data will be predicted commissive?,17
main properties of the model?,8
what instances are almost like id 440?,2
how does the model look like?,8
total number of elements in the data,11
how does the model work?,8
what does instance with id 548 need to do to change the prediction?,1
what do we predict for instance with id 980?,3
what are the similar instances for 772?,2
show me all cases that involve the term a nice office.,0
what instances are almost like id 440?,2
explain id eighty-two with rationale,16
what are the keywords?,14
give me all the occurrences that feature the phrase a Labrador.,0
i want to see id 864,6
how accurate are you in predicting the class 0?,10
what methods do you use to come to predict offensive?,17
what are the model's predictions for 114?,3
what are you?,4
classes for the instances that have a nice office in them?,12
what are the most important features in the data when reasoning about well established channels to make decisions?,17
show me gold classes for the data,12
show me the prediction for 404.,3
what are the top 1 influential features for ids eight hundred and two and eight hundred and two,15
what are the sentences containing the nurse administer?,0
show me how to flip predictions for 873.,1
explain the model's predictions on the data,17
can you please introduce yourself,4
why do you predict instance id 716,15
what's the distribution?,18
what's the idea?,4
please provide me with all examples that involve the token nine different cockroaches.,0
need a description of the model,8
what's your motivation for deciding the predictions of 15 yuan,17
why does the model predict id nine hundred and seventy-seven,15
"in cases where the word the saying is present, how do you determine the outcome neutral",17
"which sentences have the word ""a steady market"" in them?",0
"for twenty cents, what are the ground truth labels",12
show the prediction of id 25,3
can you list all cases that have the span the smart one?,0
could you show me the predictions on all the data?,3
explain my model's prediction for data 670 and then follow up with the rationale for the prediction!,15
what features are not that important,17
which options do you have?,9
how does the dataset look like?,5
why is id 664 predicted directive,15
what's the acc score,10
"do we have ""the change"" somewhere in the text?",0
give me all the occurrences that feature the phrase a Labrador.,0
could you show me how to change the prediction for the data point 115?,1
what is the chance that the data point with id 283 is offensive,7
acute insight show faulty predictions,13
could you please show me 3 counterfactual examples for id eighty-two?,1
provide a plain language interpretation for id 516,16
data labels?,12
what about counterfactuals for 692.,1
i'd like to know what are the ground truth labels,12
what are the most frequent tokens here?,14
show me how to make the model output a different prediction for instance 296.,1
can you list all cases that have the span the smart one?,0
show me how to change predictions for 263.,1
show me the predictions for 590.,3
show me some data you predict incorrectly,13
"i'm a bit lost, what is it?",4
what is the datset here?,5
i'd like to know the class freqs,18
show me how to make the model output a different prediction for 66.,1
how can i chat with you?,4
show me all instances that include the span the table.,0
what are some mistakes on minutes ' time the model typically makes,13
what's the acc on a wallet?,10
what's the number of data points that operation took into consideration?,11
show me every example that has word a relaxed atmosphere.,0
can you list the most important words in the whole dataset with label non-offensive.,17
what data points does the model typically predict mistakenly on texts with a man?,13
i don't understand why the model predicted this label,16
show the feature importances,17
what are the counterfactual examples for instance one hundred and forty-nine.,1
show me how to change predictions for 263.,1
flip the classification for sample 177?,1
describe data,5
where do we have These documents?,0
what is this app about?,4
simplify the explanation for id 487,16
show me some data you predict incorrectly,13
what are the labels for all the data,12
show me nine similar examples to id seven hundred and forty-one.,2
explain id eighty-two with rationale,16
show me cfe's for the instance with id 477,1
"i would like to see all instances that incorporate word ""Flies"".",0
i would like to see all instances that incorporate the phrase the table.,0
would it be possible for you to tell me how to change the prediction for the data point with the id number 546?,1
what are the 1 most relevant features for the model's decision on data point 25?,15
clarify id 396 with a reason,16
give me all the occurrences that feature the phrase a Labrador.,0
what are the top 2 most important features,17
show me all cases that involve the term a nice office.,0
how did you decide what to predict for id 404 and what could someone do to change this prediction?,1
what are the sentences that have ESL?,0
what features are not that important,17
what is the predicted label for instance 520?,3
i want to know topk contributed words with label 0.,17
how can i change the prediction for the data point with an id of 472?,1
can you provide me with all occurrences that comprise word minutes ' time.,0
show me more examples that resemble id 147.,2
show me all occurrences that feature the token Many ads.,0
show the keywords please,14
what are the features in the data?,5
what's the function of this? what's the data?,9
tell me a bit more about what i can do here,9
show me more examples that resemble id 147.,2
could you show me more samples similar to id 240?,2
what are the data labels for acute insight,12
what are the rationale's for the model's prediction of data sample 629 and how could one change the prediction?,1
explain this is natural language,16
what are the counterfactual examples for instance one hundred and forty-nine.,1
can you tell me what is being predicted for id 590?,3
show me the predictions for 590.,3
could you show me data point number 509?,6
what is the final label for id 523?,3
distribution for samples with four dollars?,18
can you show me the rec on the developement data?,10
what is the resulting label for id 772?,3
please state the number of a delicious dessert in the data,11
what features most influence the model's predictions,17
display most important features,17
what are 7 most common words here?,14
show me the prediction probabilities for instances with a senior executive,7
which counterfactual examples do we have for id 605?,1
please show three most frequent tokens in the data,14
what does the model predict for 92?,3
how do the labels look like?,12
show me all instances that include the word a must.,0
"i want to know the cases that entail word ""some ketchup"".",0
what's the rate you do correct predictions?,10
number of data points,11
explain id eighty-two with rationale,16
are there any other 8 samples that are similar to 340?,2
what are the top 8 features for the model's prediction on data point 66?,15
what classes do we have?,12
top 5 features influencing the model's prediction on data point 312?,15
what are the id's of all the items,11
"just on instances with a separation, show me the gold labels?",12
how can i change the prediction for the data point with an id of 472?,1
describe id 772 with an understandable explanation,16
i'd like to see all instances that feature word a Labrador.,0
what is the predicted label for instance id 819?,3
what's the chance instance id 139 is scored as true,7
show me similar examples to two hundred and forty-two.,2
how often are you correct?,10
how does id eight hundred and forty-four look like?,6
explain this is natural language,16
what is the resulting label for id 772?,3
are there any other 6 samples that are similar to id 68?,2
"for those where about twenty people is part of the input, could you tell me the total number of items in the data",11
what is this app about?,4
what set of factors do you take into consideration when determining if instances with our final confirmation are 1,17
i want to see the instance with id one hundred and forty-nine,6
most critical feature for id 605,15
what do you predict for 296?,3
what does the model predict for id 404?,3
which sentences have the word your prepared contents in them?,0
what's the reason the model predicts this label for id six hundred and fifteen,16
how can i change the prediction for the data point with an id of 472?,1
which model makes the prediction?,8
give me an example that is similar to id 251.,2
how would you characterize the mistakes you make on all the data?,13
which feature is most significant for data point 743?,15
rationalize the prediction for id 115,16
could you show me the predictions on all the data?,3
nice! could you give me the test npv on the dev data?,10
most impactful feature for data point 548?,15
1 most important features for ids 759 and 759,15
how does this work?,9
show me 8 similar examples to 591.,2
what are the label frequencies,18
what are the major features for instance 159?,15
"do we have ""the change"" somewhere in the text?",0
5 most important features,17
what are the top five most important features for the models predictions?,17
i want to know the cases that entail word that problem.,0
what is the model behind this?,8
what instances are similar to 274?,2
show me the instances that are almost like id 694,2
"in cases where the word the saying is present, how do you determine the outcome neutral",17
describe the model and data,8
"i want you to tell me the probability of the instance with id 322 being predicted in the ""question"" class by the model",7
can you display the instance with id 694?,6
"i want to know the cases that entail word ""some ketchup"".",0
how can i check my model with this?,9
please show 4 cfes for 957.,1
what are the functions?,9
what are the most frequent keywords in the data?,14
how can i change the prediction for the data point with an id of 472?,1
can you tell me what is being predicted for id 590?,3
where do we have These documents?,0
what is the statistics of the labels,18
what's the gold label for four dollars,12
what about the labels predicted for the samples with my keys?,12
show me the labels,12
what is the chance that the data point with id 283 is offensive,7
describe the model,8
show me some data you predict incorrectly,13
what's the function of this? what's the data?,9
how do you decide whether examples with the words All the quotations will be 0,17
thirty most important features,17
"probability that id 204 is predicted as ""no hate speeech"" from the model",7
show me all instances that comprise the phrase social benefits.,0
give information of topk contributed words with label offensive.,17
what are the 1 most relevant features for the model's decision on data point 25?,15
please show me id 229,6
show me the results for one hundred and forty-nine.,3
what are the functions?,9
are there any other 6 samples that are similar to id 68?,2
some counterfactuals for id 629.,1
what shall i do to analyze the data?,9
what are you?,4
how do you decide whether examples with the words All the quotations will be 0,17
"8 most crucial features for ids 704, 704, and 704",15
show me all occurrences that feature the token Many ads.,0
"are there any instances with ""the table""?",0
"what are the sentences that include ""nine different cockroaches""?",0
can you tell me how many data points is the model predicting incorrectly?,13
what methods do you use to come to predict offensive?,17
"what are the sentences containing ""a senior executive""?",0
are there any other 8 samples that are similar to 340?,2
"i would like to see all instances that incorporate word ""Flies"".",0
can you tell me how many data points is the model predicting incorrectly?,13
show me the features,5
return the probability that instance 322 is predicted in the non-offensive class,7
what's the function of this? what's the data?,9
elucidate id 159 with supporting rationale,16
top five keywords,14
most important feature for id 979,15
what's the f 1 performance of the model on the evaluation data for texts with the agent,10
show me cfe's for the instance with id 477,1
what aspects of the subset featuring the rooms are important when making decisions?,17
can you give me all the cases that incorporate the phrase food?,0
what is the model behind this?,8
what are the reasoning strategies you leverage?,17
"where do we have ""Class""?",0
show me how to make the model output a different prediction for instance id 979.,1
describe your typical mistakes over the dataset,13
what set of factors do you leverage on town appearances to figure out if the texts are false,17
why do you predict instance id 716,15
what are the keywords?,14
predict 739,3
show me examples that are similar to one hundred and forty-seven.,2
could you show me a few examples with 100 percent chance you get incorrect,13
display most important features,17
what aspects of the data do you consider when reasoning about examples containing the span the rooms to make decisions,17
how do you decide whether sentences containing the word acute insight will be neutral,17
are there any other 6 samples that are similar to id 68?,2
what are 7 most common words here?,14
what instances are similar to 274?,2
what does the model predict for the instance with id 234?,3
what are the key features for data point 340,15
need to see id 755,6
what set of factors do you take into consideration when determining if texts containing parliament are question?,17
"what does my model predict for data 177? next, once you've completed this, could you tell me why the model predicts it?",15
"give information of the cases that contain word ""acute insight"".",0
predict 739,3
what are the main characteristics of the model?,8
can you display all occurrences that contain word photocopies.,0
"for data point id 92, how would i change the prediction?",1
how many items are there in the data?,11
what's the f 1 performance of the model on the evaluation data for texts with the agent,10
probability of id eighty-two predicted neutral?,7
which counterfactual examples do we have for 147?,1
display the 42 most important features,17
show me how to change predictions for id 296.,1
please show me the most contributing words with label 1.,17
can you show me how many data the model predicts incorrectly?,13
show me similar examples to id 683.,2
what are some common mistakes you make when predicting a commission?,13
show me the item ids on the training data,11
show me how to flip model's predictions for 819.,1
clarify the reasoning behind id 283,16
"for id 850, please provide the prediction.",3
what's the data like and what can you do?,5
explain id 404 and provide a rationale,16
which words are common?,14
how do you figure out if some text having the smart one will be non-offensive?,17
town show bad predictions,13
explain id 404 and provide a rationale,16
"where does ""passengers"" appear?",0
what are is the distribution of the target variables?,18
what instances are almost like id 440?,2
which counterfactual examples do we have for 147?,1
i would like to see the top attributed tokens with label offensive.,17
show the prediction for id 743 please.,3
i would like to see some keywords from the dataset,14
show the prediction of id 25,3
number of rows in the data,11
could you show me a few examples you get incorrect for What time,13
what are the id's of all the items,11
show me all occurrences that feature the token Many ads.,0
shed light on id 651 in simple terms,16
interpret id 387 in plain language,16
what are some typical mistakes the model makes?,13
need an explanation for this,16
how would you characterize the mistakes you make on all the data?,13
how does this work?,9
can you please retrieve an example that is analogous to id 322?,2
what does the model predict for 92?,3
describe the model and data,8
what would it take to change how instance 461 is predicted?,1
i'd like to know the class freqs,18
show the probability that id 488 is 1,7
what's the acc on this data?,10
what features are the most important?,17
what are the top two most important features for the models predictions?,17
"for increases, what is the distribution of the labels?",18
what about the model?,8
which model makes the prediction?,8
testing recall score,10
"what are the instances that have ""Many ads"" included?",0
does the model predict texts that include about twenty people correctly?,13
show mistakes,13
can you list all the occurrences that involve word the security deposit.,0
"for places, what are some mistakes you typically make?",13
show me 9 counterfactuals for instance 635.,1
how would you characterize the mistakes you make on all the data?,13
where does prizes appear?,0
shed light on id 651 in simple terms,16
hmm... i was wondering what it would take to flip the prediction of instance with id 114?,1
i'd like to know what are the ground truth labels,12
display most important features,17
show me every example that has word a relaxed atmosphere.,0
please provide more examples that are similar to eight hundred and fifty-six.,2
what does instance with id 548 need to do to change the prediction?,1
what's the testing roc for examples including the rooms,10
show me the predictions for id 591.,3
can you please retrieve an instance that is similar to id 987?,2
what is the prediction for id 196 and why do you predict it?,15
what are the reasons for predicting id eighty-two and why do you predict this instance?,15
show me how to make the model output a different prediction for id 645.,1
could you please show me 3 counterfactual examples for id eighty-two?,1
give information of topk contributed words with label offensive.,17
i would like to have a look at id 68,6
could you tell me what this is,4
can you give me all the cases that incorporate the phrase food?,0
how do you decide whether examples with the words All the quotations will be 0,17
explain me what is the model please,8
give an account for id 168 with justification,16
please tell me how many items are in the data,11
what aspects of the subset featuring the rooms are important when making decisions?,17
i want to see id 864,6
please provide the 2 most critical features for data point 509,15
please show three most frequent tokens in the data,14
tell me what the model and data are,8
please show the most important feature for the predictions,17
what is the predicted label for instance 520?,3
explain id one hundred and forty-nine,15
what features most influence model predictions,17
give the accuracy score,10
what is the probability of id 362 being predicted no hate speeech?,7
show me more examples that resemble 25.,2
provide reasoning for id 694 in layman's terms,16
what is the model's prediction for 980?,3
"show me all instances that include the word ""about twenty people"".",0
what are the features,5
i would like to have a look at id 68,6
that problem show mistakes,13
could you give me 2 examples that are analogous to id eight hundred and two?,2
provide a plain language interpretation for id 516,16
what's your motivation for deciding the predictions of 15 yuan,17
stats of the labels?,18
explan me in english the reason the model made this prediction,16
how does the model work?,8
flip prediction class data point 685,1
provide a plain language interpretation for id 516,16
can you list all cases that have the span the smart one?,0
what about sample 168?,6
simplify the explanation for id 487,16
what's the most important feature for the model when it sees a super deal?,17
please explain,16
how did you decide what to predict for id 404 and what could someone do to change this prediction?,1
show me some data you predict incorrectly,13
show me all instances that include the word a must.,0
could you tell me what this is,4
what is the accuracy score on the evaluation data,10
what do we predict for id 25?,3
show me a data point that is analogous to id 25.,2
how did the model predict this?,16
"for those where about twenty people is part of the input, could you tell me the total number of items in the data",11
explan me in english the reason the model made this prediction,16
what aspects of the subset featuring the rooms are important when making decisions?,17
sample mistakes,13
what are cfes for 283.,1
show me the results for id 177.,3
what about examples that look like id 85.,2
what about examples that look like 477.,2
why do you predict instance 240?,15
"please show me all examples that feature word ""a change"".",0
give an overview of the data.,5
explain my model's rationale for predict data number one hundred and forty-nine and how to flip this prediction,1
show me all occurrences that have the term 15 yuan.,0
"i would like to see all instances that incorporate word ""Flies"".",0
i meant what is the roc score on the train data,10
show me 9 counterfactual for instance id eight hundred and forty-four.,1
how does the sample with id 520 look like,6
what's the positive predictive value for instances containing Class?,10
what do we predict for instance with id 980?,3
need an explanation for this,16
what's the acc on this data?,10
what are the most frequent tokens here?,14
what are the reasoning strategies you leverage?,17
classes for the instances that include that problem?,12
how did you decide what to predict for id 404 and what could someone do to change this prediction?,1
nice! could you give me the test accuracy?,10
main properties of the model?,8
give me the npv on the data,10
show me some data you predict incorrectly,13
top five keywords,14
how do you decide whether some text is true,17
what are the major features for instance 159?,15
"for 234, please show me the values of the features.",6
what are the class frequencies,18
what are the statistics of the labels like?,18
can you please retrieve an instance that is similar to id 987?,2
top five keywords,14
what is this bot...,4
can you display all occurrences that contain the words a commission?,0
which feature is most significant for data point 743?,15
what features most influence model predictions,17
give an account for id 168 with justification,16
offer a plain-english interpretation for id 274,16
return the probability that instance 322 is predicted in the non-offensive class,7
testing f1 please,10
what's the acc on a wallet?,10
show me some data you predict incorrectly,13
what do you predict for 296?,3
tell me a bit more about what i can do here,9
do we have this apartment somewhere in the text?,0
most impactful feature for data point 548?,15
tell me a bit more about the data please.,5
"just on instances with a separation, show me the gold labels?",12
please provide me with all examples that involve the token nine different cockroaches.,0
what's the distribution?,18
i would like to see all instances that incorporate the phrase the table.,0
what are some mistakes on ESL that the model makes,13
can you please retrieve an example that is analogous to id 322?,2
please explain,16
"show me all instances that include the word ""about twenty people"".",0
show me at least ten keywords,14
what are the label frequencies,18
show me examples that are similar to one hundred and forty-seven.,2
show me some data you predict incorrectly,13
provide me an explanation of how the model works,8
show me how to change predictions for id 296.,1
"when a cabinet is in the text, show the distribution of the ground truth values",18
how many data points are in the training data set,11
what set of reasoning do you use to determine if instances with Rubella in them are offensive,17
please tell me how many items are in the data,11
i would like to have a look at id 68,6
what are the cfes for id 139?,1
where does prizes appear?,0
how many rows are there across all the items in the data,11
top 5 features influencing the model's prediction on data point 312?,15
show me how to change predictions for id 296.,1
any suggestion on what i can do?,9
how would you characterize the mistakes you make on all the data?,13
could you describe the data a bit more?,5
what features most influence model predictions,17
what are some typical mistakes the model makes?,13
what features are not that important,17
give information of topk contributed words with label offensive.,17
i would like to have a look at id 68,6
break down id 222 with a clear explanation,16
what do we predict for id 25?,3
please show me id 229,6
show me the results for id 177.,3
distribution for samples with four dollars?,18
explain the reasoning and how to flip the predictions for data point id 629,1
can you tell me how many data points is the model predicting incorrectly?,13
distribution for samples with four dollars?,18
show me the prediction for 404.,3
show me the predictions for id 591.,3
show me examples similar to id one hundred and forty-nine.,2
total number of elements in the data,11
what are the top five most important features for the models predictions?,17
what are the most frequent tokens here?,14
how many data points are there?,11
what about id 396?,6
"what are the sentences that have ""photocopies""?",0
"what are the instances that have ""Many ads"" included?",0
"for id 850, please provide the prediction.",3
probability data point 446 is predicted by the model commissive,7
clarify the reasoning behind id 283,16
show me how to flip model's predictions for 819.,1
testing recall score,10
show me the features,5
show me all occurrences that have the term 15 yuan.,0
what are the model's predictions for 114?,3
show me the class frequencies please,18
nice! could you give me the test accuracy?,10
can you display all occurrences that contain word photocopies.,0
what's the acc on a wallet?,10
show me examples similar to instance 685.,2
please show the most important feature for the predictions,17
retrieve an instance that is similar to id 139.,2
"do we have ""15 yuan"" in the data?",0
show me cfe's for the instance with id 477,1
show me all occurrences that have the term 15 yuan.,0
could you show me some data the model predicts incorrectly?,13
what instances are almost like id 440?,2
return incorrect predictions,13
what is the statistics of the labels,18
show me how to change predictions for id 296.,1
what would it take to change how instance 461 is predicted?,1
some counterfactuals for 196.,1
show me how to make the model output a different prediction for 66.,1
please show me all examples that feature the phrase a picture.,0
nice. i'm pretty satisfied with the prediction of id seven hundred and forty-one. but could you tell me how to change the prediction?,1
what set of factors do you leverage on texts including   Time to figure out if they are non-offensive?,17
what are the gold target frequencies,18
can you provide me an instance that is analogous to id 461?,2
probability data point 446 is predicted by the model commissive,7
could you show me more samples similar to 960?,2
what's the idea?,4
show me examples similar to eighty-two.,2
testing f1 please,10
explain my model's rationale for predict data number one hundred and forty-nine and how to flip this prediction,1
give information of the cases that contain word the interview.,0
data labels?,12
what are some mistakes on minutes ' time the model typically makes,13
give me a list of all examples that include the token this goal.,0
what are the ground truth labels in the data for Stefan,12
please provide me with 6 examples that are similar to id 979.,2
top three most important features,17
tell me a bit more about the data please.,5
"i want you to tell me the probability of the instance with id 322 being predicted in the ""question"" class by the model",7
retrieve an instance that is similar to id 139.,2
please explain,16
what are the features,5
show me 8 similar examples to 591.,2
please show me all examples that feature the phrase a picture.,0
give an overview of the data.,5
what's the chance instance id 139 is scored as true,7
show bad predictions,13
what set of factors do you leverage on texts including   Time to figure out if they are non-offensive?,17
show me more samples similar to id 645.,2
